timestamp,user_id,action,file_id,ip_address,location,device,file_size_mb,is_anomaly
2026-01-01T04:45:00,user_12,upload,file_83,219.158.28.253,BR,Edge/Windows,339.79,0
2026-01-01T04:50:00,user_4,share,file_34,28.103.130.91,IN,Firefox/Linux,290.34,0
2026-01-01T04:55:00,user_20,upload,file_56,186.3.204.200,IN,Safari/Mac,364.3,0
2026-01-01T05:00:00,user_4,bulk_download,file_50,32.205.143.59,FR,Firefox/Linux,127.44,0
2026-01-01T05:05:00,user_18,upload,file_88,118.2.159.11,FR,Firefox/Linux,182.17,0
2026-01-01T05:10:00,user_11,login,file_85,182.253.92.71,CN,Chrome/Windows,359.91,1
2026-01-01T05:15:00,user_14,share,file_42,142.201.37.41,RU,Edge/Windows,348.63,0
2026-01-01T05:20:00,user_13,download,file_87,51.28.41.2,CN,Firefox/Linux,307.8,0
2026-01-01T05:25:00,user_10,bulk_download,file_37,170.9.113.158,IN,Firefox/Linux,215.0,0
2026-01-01T05:30:00,user_15,permission_change,file_57,173.236.160.98,BR,Edge/Windows,337.85,0
2026-01-01T05:35:00,user_3,permission_change,file_37,150.115.9.74,US,Safari/Mac,46.78,0
2026-01-01T05:40:00,user_10,download,file_29,105.172.109.9,RU,Firefox/Linux,73.76,0
2026-01-01T05:45:00,user_3,login,file_59,4.85.98.238,CN,Edge/Windows,443.08,1
2026-01-01T05:50:00,user_13,permission_change,file_64,134.217.254.238,RU,Edge/Windows,122.07,0
2026-01-01T05:55:00,user_14,upload,file_29,29.24.165.8,IN,Firefox/Linux,402.07,0
2026-01-01T06:00:00,user_18,login,file_32,202.27.254.83,IN,Chrome/Windows,228.29,0
2026-01-01T06:05:00,user_18,permission_change,file_77,76.42.205.104,FR,Safari/Mac,475.02,0
2026-01-01T06:10:00,user_17,bulk_download,file_55,15.82.108.67,RU,Edge/Windows,448.61,0
2026-01-01T06:15:00,user_9,login,file_97,113.16.237.20,CN,Firefox/Linux,419.95,0
2026-01-01T06:20:00,user_8,bulk_download,file_36,159.172.113.209,CN,Edge/Windows,38.83,0
2026-01-01T06:25:00,user_11,share,file_70,207.9.6.190,BR,Chrome/Windows,69.27,0
2026-01-01T06:30:00,user_7,bulk_download,file_9,109.37.93.223,CN,Edge/Windows,203.86,1
2026-01-01T06:35:00,user_7,login,file_54,5.213.153.171,IN,Edge/Windows,452.43,0
2026-01-01T06:40:00,user_19,permission_change,file_49,59.105.111.149,IN,Edge/Windows,3.05,0
2026-01-01T06:45:00,user_18,login,file_96,84.159.141.66,CN,Firefox/Linux,244.17,0
2026-01-01T06:50:00,user_13,login,file_44,54.19.97.132,IN,Edge/Windows,362.12,0
2026-01-01T06:55:00,user_18,download,file_4,50.66.48.2,FR,Edge/Windows,295.99,0
2026-01-01T07:00:00,user_14,upload,file_18,135.225.99.54,RU,Edge/Windows,90.95,0
2026-01-01T07:05:00,user_15,share,file_42,134.179.180.66,US,Safari/Mac,380.64,0
2026-01-01T07:10:00,user_3,login,file_61,113.96.71.74,BR,Chrome/Windows,374.54,0
2026-01-01T07:15:00,user_3,login,file_100,4.200.28.141,BR,Chrome/Windows,377.14,1
2026-01-01T07:20:00,user_20,download,file_20,26.85.147.35,IN,Firefox/Linux,63.2,0
2026-01-01T07:25:00,user_15,bulk_download,file_90,5.54.53.198,US,Safari/Mac,383.47,0
2026-01-01T07:30:00,user_10,bulk_download,file_14,117.176.212.117,BR,Chrome/Windows,464.45,1
2026-01-01T07:35:00,user_7,login,file_10,102.168.219.120,CN,Firefox/Linux,51.04,0
2026-01-01T07:40:00,user_4,permission_change,file_73,53.168.187.158,FR,Chrome/Windows,173.67,0
2026-01-01T07:45:00,user_17,share,file_83,66.189.78.43,IN,Safari/Mac,6.42,0
2026-01-01T07:50:00,user_14,login,file_47,86.232.133.117,IN,Edge/Windows,353.68,0
2026-01-01T07:55:00,user_9,permission_change,file_79,28.209.3.34,FR,Edge/Windows,232.49,0
2026-01-01T08:00:00,user_11,bulk_download,file_32,105.143.45.73,BR,Chrome/Windows,139.54,0
2026-01-01T08:05:00,user_20,login,file_86,196.33.158.62,FR,Edge/Windows,168.26,0
2026-01-01T08:10:00,user_16,share,file_28,209.14.151.146,US,Safari/Mac,398.94,0
2026-01-01T08:15:00,user_9,bulk_download,file_72,54.94.179.65,RU,Chrome/Windows,258.36,0
2026-01-01T08:20:00,user_14,bulk_download,file_63,200.28.125.209,CN,Firefox/Linux,345.34,1
2026-01-01T08:25:00,user_1,login,file_12,22.146.8.99,CN,Safari/Mac,110.88,0
2026-01-01T08:30:00,user_19,share,file_48,53.92.25.117,RU,Edge/Windows,276.78,0
2026-01-01T08:35:00,user_11,permission_change,file_46,79.90.43.23,FR,Edge/Windows,135.53,0
2026-01-01T08:40:00,user_7,upload,file_41,221.119.170.120,RU,Chrome/Windows,371.47,0
2026-01-01T08:45:00,user_7,permission_change,file_28,50.194.24.179,US,Edge/Windows,138.32,0
2026-01-01T08:50:00,user_10,bulk_download,file_13,93.172.6.223,FR,Firefox/Linux,148.19,0
2026-01-01T08:55:00,user_18,share,file_17,189.70.151.141,IN,Safari/Mac,22.85,0
2026-01-01T09:00:00,user_5,login,file_82,49.145.160.17,CN,Edge/Windows,51.38,1
2026-01-01T09:05:00,user_16,login,file_57,134.80.127.41,RU,Safari/Mac,92.26,1
2026-01-01T09:10:00,user_3,login,file_52,85.214.211.127,BR,Edge/Windows,37.13,1
2026-01-01T09:15:00,user_5,upload,file_73,46.48.148.14,US,Safari/Mac,42.68,0
2026-01-01T09:20:00,user_20,login,file_80,100.163.62.194,CN,Firefox/Linux,387.87,1
2026-01-01T09:25:00,user_19,login,file_55,162.147.152.83,BR,Safari/Mac,284.36,0
2026-01-01T09:30:00,user_7,bulk_download,file_34,2.184.100.116,BR,Chrome/Windows,78.61,1
2026-01-01T09:35:00,user_1,bulk_download,file_53,180.122.166.49,BR,Edge/Windows,344.72,1
2026-01-01T09:40:00,user_10,upload,file_91,30.244.8.190,US,Safari/Mac,351.52,0
2026-01-01T09:45:00,user_9,permission_change,file_81,151.28.250.71,US,Firefox/Linux,212.63,0
2026-01-01T09:50:00,user_9,permission_change,file_19,185.198.165.219,US,Chrome/Windows,29.91,0
2026-01-01T09:55:00,user_19,bulk_download,file_37,149.47.10.233,RU,Edge/Windows,62.26,0
2026-01-01T10:00:00,user_9,permission_change,file_65,139.198.229.176,CN,Edge/Windows,218.94,0
2026-01-01T10:05:00,user_11,login,file_78,64.222.20.255,RU,Safari/Mac,13.03,0
2026-01-01T10:10:00,user_9,bulk_download,file_74,140.159.200.54,CN,Chrome/Windows,381.58,1
2026-01-01T10:15:00,user_6,login,file_75,67.54.85.168,RU,Edge/Windows,317.43,1
2026-01-01T10:20:00,user_12,upload,file_53,113.40.222.202,CN,Safari/Mac,160.6,0
2026-01-01T10:25:00,user_14,bulk_download,file_89,208.184.25.109,RU,Edge/Windows,144.18,1
2026-01-01T10:30:00,user_15,bulk_download,file_12,52.122.114.242,IN,Safari/Mac,126.27,0
2026-01-01T10:35:00,user_1,login,file_85,149.211.100.50,CN,Edge/Windows,206.68,1
2026-01-01T10:40:00,user_16,login,file_81,119.158.156.116,CN,Edge/Windows,380.02,1
2026-01-01T10:45:00,user_15,bulk_download,file_90,187.28.96.60,RU,Edge/Windows,60.8,1
2026-01-01T10:50:00,user_6,bulk_download,file_40,97.96.209.165,US,Chrome/Windows,276.17,0
2026-01-01T10:55:00,user_4,bulk_download,file_83,6.28.211.192,RU,Firefox/Linux,249.24,1
2026-01-01T11:00:00,user_9,bulk_download,file_54,150.44.52.2,RU,Edge/Windows,490.12,0
2026-01-01T11:05:00,user_7,bulk_download,file_77,113.153.116.201,RU,Firefox/Linux,432.03,1
2026-01-01T11:10:00,user_17,login,file_35,144.176.77.244,BR,Chrome/Windows,141.49,0
2026-01-01T11:15:00,user_16,bulk_download,file_20,191.5.195.143,FR,Edge/Windows,269.34,0
2026-01-01T11:20:00,user_13,bulk_download,file_59,46.247.91.207,FR,Safari/Mac,434.81,0
2026-01-01T11:25:00,user_13,download,file_30,68.23.47.174,FR,Edge/Windows,21.92,0
2026-01-01T11:30:00,user_13,permission_change,file_85,95.123.52.158,CN,Firefox/Linux,247.71,0
2026-01-01T11:35:00,user_15,login,file_13,194.221.7.86,BR,Edge/Windows,7.77,1
2026-01-01T11:40:00,user_16,bulk_download,file_34,27.19.142.107,BR,Safari/Mac,311.67,1
2026-01-01T11:45:00,user_18,upload,file_49,140.19.206.172,BR,Safari/Mac,313.44,0
2026-01-01T11:50:00,user_2,login,file_80,148.197.231.143,FR,Chrome/Windows,117.46,0
2026-01-01T11:55:00,user_3,share,file_56,118.182.36.32,US,Chrome/Windows,380.21,0
2026-01-01T12:00:00,user_6,upload,file_89,223.67.90.94,CN,Safari/Mac,451.72,0
2026-01-01T12:05:00,user_12,bulk_download,file_48,199.99.55.173,RU,Edge/Windows,72.87,1
2026-01-01T12:10:00,user_6,bulk_download,file_22,76.97.137.15,RU,Firefox/Linux,39.58,0
2026-01-01T12:15:00,user_8,bulk_download,file_64,138.239.93.234,RU,Firefox/Linux,116.17,0
2026-01-01T12:20:00,user_1,login,file_60,10.55.131.0,BR,Safari/Mac,338.84,0
2026-01-01T12:25:00,user_19,login,file_39,143.226.55.38,RU,Edge/Windows,345.19,1
2026-01-01T12:30:00,user_13,share,file_62,169.129.225.158,US,Chrome/Windows,118.68,0
2026-01-01T12:35:00,user_10,bulk_download,file_3,20.110.105.161,BR,Edge/Windows,137.31,0
2026-01-01T12:40:00,user_2,permission_change,file_78,38.198.130.195,RU,Edge/Windows,416.44,0
2026-01-01T12:45:00,user_12,download,file_29,203.143.43.146,FR,Firefox/Linux,310.48,0
2026-01-01T12:50:00,user_5,permission_change,file_81,55.190.5.237,RU,Chrome/Windows,451.71,0
2026-01-01T12:55:00,user_2,share,file_75,172.31.154.244,CN,Safari/Mac,366.21,0
2026-01-01T13:00:00,user_14,login,file_23,214.53.0.134,RU,Firefox/Linux,66.17,1
2026-01-01T13:05:00,user_17,share,file_35,103.223.94.110,FR,Firefox/Linux,128.56,0
2026-01-01T13:10:00,user_11,login,file_15,9.142.143.240,BR,Edge/Windows,481.45,0
2026-01-01T13:15:00,user_13,bulk_download,file_72,221.199.13.102,CN,Safari/Mac,45.24,1
2026-01-01T13:20:00,user_4,share,file_59,44.166.40.165,FR,Safari/Mac,336.45,0
2026-01-01T13:25:00,user_12,bulk_download,file_14,64.109.33.230,CN,Firefox/Linux,235.79,0
2026-01-01T13:30:00,user_20,bulk_download,file_29,153.30.255.64,BR,Chrome/Windows,317.74,0
2026-01-01T13:35:00,user_14,permission_change,file_15,24.127.110.94,BR,Firefox/Linux,22.77,0
2026-01-01T13:40:00,user_4,login,file_31,203.120.166.242,BR,Firefox/Linux,194.38,1
2026-01-01T13:45:00,user_18,permission_change,file_54,180.232.140.45,RU,Firefox/Linux,442.72,0
2026-01-01T13:50:00,user_14,login,file_36,108.134.201.57,FR,Chrome/Windows,345.17,0
2026-01-01T13:55:00,user_12,login,file_13,172.59.140.111,BR,Safari/Mac,272.28,1
2026-01-01T14:00:00,user_13,share,file_36,54.107.83.206,IN,Firefox/Linux,484.11,0
2026-01-01T14:05:00,user_7,login,file_83,8.83.29.120,IN,Chrome/Windows,25.38,0
2026-01-01T14:10:00,user_7,download,file_9,104.193.240.9,FR,Firefox/Linux,293.23,0
2026-01-01T14:15:00,user_5,download,file_77,220.22.158.130,BR,Chrome/Windows,138.71,0
2026-01-01T14:20:00,user_9,download,file_23,38.46.67.48,FR,Chrome/Windows,330.56,0
2026-01-01T14:25:00,user_8,bulk_download,file_76,201.95.135.191,RU,Safari/Mac,7.99,1
2026-01-01T14:30:00,user_14,download,file_68,73.232.140.152,RU,Chrome/Windows,372.86,0
2026-01-01T14:35:00,user_19,share,file_14,176.12.98.222,FR,Edge/Windows,251.97,0
2026-01-01T14:40:00,user_17,upload,file_39,75.181.59.9,RU,Edge/Windows,321.71,0
2026-01-01T14:45:00,user_14,login,file_88,30.234.126.193,RU,Chrome/Windows,245.19,1
2026-01-01T14:50:00,user_11,upload,file_78,207.172.187.101,IN,Firefox/Linux,32.93,0
2026-01-01T14:55:00,user_18,permission_change,file_92,143.43.157.234,FR,Safari/Mac,190.51,0
2026-01-01T15:00:00,user_17,share,file_78,211.79.213.52,CN,Edge/Windows,49.68,0
2026-01-01T15:05:00,user_18,permission_change,file_93,213.231.101.101,RU,Firefox/Linux,215.09,0
2026-01-01T15:10:00,user_15,login,file_52,18.6.121.138,BR,Edge/Windows,364.83,0
2026-01-01T15:15:00,user_9,share,file_48,65.238.116.91,RU,Firefox/Linux,343.44,0
2026-01-01T15:20:00,user_3,upload,file_56,113.120.45.179,IN,Chrome/Windows,372.32,0
2026-01-01T15:25:00,user_2,download,file_76,98.197.182.102,FR,Safari/Mac,335.04,0
2026-01-01T15:30:00,user_2,permission_change,file_37,151.61.73.198,CN,Safari/Mac,175.89,0
2026-01-01T15:35:00,user_16,download,file_29,198.136.151.32,US,Chrome/Windows,175.12,0
2026-01-01T15:40:00,user_19,upload,file_29,152.24.121.40,BR,Edge/Windows,422.59,0
2026-01-01T15:45:00,user_18,bulk_download,file_4,74.146.23.122,FR,Safari/Mac,14.57,0
2026-01-01T15:50:00,user_12,share,file_1,32.75.152.245,BR,Firefox/Linux,434.94,0
2026-01-01T15:55:00,user_5,login,file_95,214.82.75.56,IN,Chrome/Windows,45.97,0
2026-01-01T16:00:00,user_15,login,file_44,183.84.174.101,CN,Firefox/Linux,185.09,0
2026-01-01T16:05:00,user_3,bulk_download,file_7,117.74.98.206,FR,Firefox/Linux,78.79,0
2026-01-01T16:10:00,user_9,permission_change,file_57,13.182.176.203,IN,Edge/Windows,242.88,0
2026-01-01T16:15:00,user_17,share,file_15,34.88.10.108,US,Safari/Mac,215.01,0
2026-01-01T16:20:00,user_16,permission_change,file_68,200.97.104.239,FR,Safari/Mac,22.8,0
2026-01-01T16:25:00,user_1,bulk_download,file_27,58.85.65.15,IN,Safari/Mac,472.67,0
2026-01-01T16:30:00,user_11,share,file_16,149.140.249.133,BR,Chrome/Windows,248.74,0
2026-01-01T16:35:00,user_18,download,file_91,72.119.178.254,CN,Firefox/Linux,250.18,0
2026-01-01T16:40:00,user_13,share,file_95,69.158.196.18,IN,Chrome/Windows,218.17,0
2026-01-01T16:45:00,user_19,upload,file_55,165.76.7.123,BR,Edge/Windows,354.78,0
2026-01-01T16:50:00,user_1,upload,file_42,50.13.207.172,CN,Firefox/Linux,400.68,0
2026-01-01T16:55:00,user_3,permission_change,file_56,204.106.89.56,BR,Chrome/Windows,121.73,0
2026-01-01T17:00:00,user_13,bulk_download,file_40,77.199.147.235,IN,Safari/Mac,110.86,0
2026-01-01T17:05:00,user_4,upload,file_68,5.40.235.68,FR,Firefox/Linux,452.97,0
2026-01-01T17:10:00,user_5,permission_change,file_31,97.73.171.26,RU,Chrome/Windows,73.31,0
2026-01-01T17:15:00,user_3,bulk_download,file_23,177.5.124.180,CN,Edge/Windows,232.03,1
2026-01-01T17:20:00,user_19,bulk_download,file_83,125.26.138.20,CN,Safari/Mac,432.14,0
2026-01-01T17:25:00,user_3,download,file_61,173.163.177.105,CN,Edge/Windows,315.73,0
2026-01-01T17:30:00,user_12,bulk_download,file_65,133.118.122.169,IN,Chrome/Windows,155.27,0
2026-01-01T17:35:00,user_10,upload,file_10,37.45.166.10,BR,Chrome/Windows,307.54,0
2026-01-01T17:40:00,user_18,login,file_95,117.176.12.140,FR,Chrome/Windows,224.92,0
2026-01-01T17:45:00,user_11,permission_change,file_78,175.112.183.12,US,Edge/Windows,250.73,0
2026-01-01T17:50:00,user_11,login,file_92,135.108.77.149,IN,Chrome/Windows,252.32,0
2026-01-01T17:55:00,user_15,bulk_download,file_57,14.43.220.168,CN,Firefox/Linux,182.01,1
2026-01-01T18:00:00,user_11,login,file_87,82.49.110.219,CN,Chrome/Windows,394.63,0
2026-01-01T18:05:00,user_4,upload,file_72,190.83.43.124,BR,Edge/Windows,142.15,0
2026-01-01T18:10:00,user_5,permission_change,file_43,129.113.255.111,FR,Chrome/Windows,291.41,0
2026-01-01T18:15:00,user_13,login,file_17,221.182.126.218,RU,Chrome/Windows,154.86,1
2026-01-01T18:20:00,user_17,share,file_12,48.39.41.186,US,Edge/Windows,254.29,0
2026-01-01T18:25:00,user_7,login,file_44,143.143.83.110,BR,Edge/Windows,96.08,1
2026-01-01T18:30:00,user_10,download,file_13,6.81.172.142,IN,Chrome/Windows,331.0,0
2026-01-01T18:35:00,user_20,bulk_download,file_49,85.50.156.236,US,Firefox/Linux,81.21,0
2026-01-01T18:40:00,user_15,bulk_download,file_6,37.77.33.76,US,Edge/Windows,182.21,0
2026-01-01T18:45:00,user_10,login,file_97,25.237.43.221,FR,Edge/Windows,117.08,0
2026-01-01T18:50:00,user_12,login,file_87,137.56.25.103,BR,Edge/Windows,230.89,1
2026-01-01T18:55:00,user_17,login,file_54,124.45.117.116,FR,Firefox/Linux,408.46,0
2026-01-01T19:00:00,user_2,download,file_83,204.106.214.177,BR,Edge/Windows,437.07,0
2026-01-01T19:05:00,user_17,upload,file_16,120.97.153.148,RU,Safari/Mac,42.03,0
2026-01-01T19:10:00,user_5,login,file_56,125.151.32.207,CN,Chrome/Windows,473.21,1
2026-01-01T19:15:00,user_1,login,file_54,83.106.85.125,RU,Chrome/Windows,198.29,1
2026-01-01T19:20:00,user_12,login,file_29,16.161.76.206,IN,Chrome/Windows,159.41,0
2026-01-01T19:25:00,user_5,login,file_5,196.50.249.227,BR,Safari/Mac,458.71,1
2026-01-01T19:30:00,user_16,download,file_58,42.151.14.29,RU,Chrome/Windows,452.94,0
2026-01-01T19:35:00,user_18,bulk_download,file_94,68.11.248.127,BR,Edge/Windows,55.68,1
2026-01-01T19:40:00,user_2,share,file_31,180.23.197.202,IN,Edge/Windows,319.51,0
2026-01-01T19:45:00,user_16,upload,file_77,43.94.68.191,IN,Chrome/Windows,316.01,0
2026-01-01T19:50:00,user_10,permission_change,file_55,44.4.57.71,US,Chrome/Windows,307.44,0
2026-01-01T19:55:00,user_3,login,file_68,47.34.132.254,BR,Safari/Mac,33.93,1
2026-01-01T20:00:00,user_18,bulk_download,file_3,186.207.75.209,FR,Edge/Windows,436.68,0
2026-01-01T20:05:00,user_9,login,file_96,138.153.153.3,RU,Chrome/Windows,178.61,1
2026-01-01T20:10:00,user_4,bulk_download,file_99,174.192.103.229,CN,Safari/Mac,66.79,1
2026-01-01T20:15:00,user_6,share,file_100,104.104.138.135,RU,Edge/Windows,490.41,0
2026-01-01T20:20:00,user_3,download,file_92,222.36.12.193,US,Edge/Windows,18.59,0
2026-01-01T20:25:00,user_11,bulk_download,file_40,11.125.164.200,BR,Edge/Windows,494.56,1
2026-01-01T20:30:00,user_7,share,file_37,214.137.178.110,IN,Safari/Mac,431.08,0
2026-01-01T20:35:00,user_4,login,file_48,90.93.117.207,RU,Edge/Windows,444.75,1
2026-01-01T20:40:00,user_6,login,file_64,209.124.201.212,BR,Edge/Windows,183.74,0
2026-01-01T20:45:00,user_14,share,file_11,148.95.142.134,IN,Edge/Windows,301.27,0
2026-01-01T20:50:00,user_11,bulk_download,file_14,9.150.207.27,BR,Chrome/Windows,164.03,0
2026-01-01T20:55:00,user_14,login,file_22,83.61.190.65,FR,Edge/Windows,175.84,0
2026-01-01T21:00:00,user_14,login,file_36,191.183.175.130,CN,Chrome/Windows,37.61,1
2026-01-01T21:05:00,user_6,share,file_4,193.8.157.0,FR,Firefox/Linux,424.35,0
2026-01-01T21:10:00,user_5,login,file_9,53.154.254.95,IN,Firefox/Linux,389.28,0
2026-01-01T21:15:00,user_2,login,file_78,84.183.241.219,FR,Firefox/Linux,339.56,0
2026-01-01T21:20:00,user_3,share,file_74,47.141.214.165,CN,Firefox/Linux,264.78,0
2026-01-01T21:25:00,user_8,permission_change,file_15,161.116.112.38,BR,Chrome/Windows,367.86,0
2026-01-01T21:30:00,user_4,login,file_34,152.94.107.183,FR,Safari/Mac,352.05,0
2026-01-01T21:35:00,user_16,login,file_26,164.229.242.97,CN,Chrome/Windows,67.95,1
2026-01-01T21:40:00,user_15,bulk_download,file_12,20.130.103.98,CN,Safari/Mac,333.95,1
2026-01-01T21:45:00,user_10,bulk_download,file_39,97.9.37.183,FR,Firefox/Linux,355.93,0
2026-01-01T21:50:00,user_12,permission_change,file_66,159.157.131.227,US,Firefox/Linux,60.77,0
2026-01-01T21:55:00,user_16,bulk_download,file_4,98.88.252.71,BR,Safari/Mac,277.06,1
2026-01-01T22:00:00,user_20,bulk_download,file_12,113.156.187.246,US,Chrome/Windows,154.71,0
2026-01-01T22:05:00,user_17,permission_change,file_53,221.156.60.188,CN,Edge/Windows,411.69,0
2026-01-01T22:10:00,user_3,login,file_58,34.195.54.112,CN,Edge/Windows,340.09,1
2026-01-01T22:15:00,user_19,bulk_download,file_24,24.197.139.13,RU,Firefox/Linux,216.37,0
2026-01-01T22:20:00,user_17,upload,file_20,133.192.227.237,IN,Safari/Mac,82.41,0
2026-01-01T22:25:00,user_12,permission_change,file_67,178.181.187.27,US,Safari/Mac,422.98,0
2026-01-01T22:30:00,user_9,permission_change,file_17,125.29.244.3,FR,Safari/Mac,307.25,0
2026-01-01T22:35:00,user_19,bulk_download,file_20,160.91.96.184,CN,Firefox/Linux,329.4,1
2026-01-01T22:40:00,user_19,bulk_download,file_6,115.30.42.246,BR,Chrome/Windows,40.7,0
2026-01-01T22:45:00,user_7,bulk_download,file_99,210.119.81.217,BR,Edge/Windows,309.09,0
2026-01-01T22:50:00,user_10,login,file_62,42.77.130.53,CN,Firefox/Linux,402.36,1
2026-01-01T22:55:00,user_3,share,file_89,121.73.29.53,CN,Chrome/Windows,79.12,0
2026-01-01T23:00:00,user_11,login,file_78,97.115.234.100,US,Firefox/Linux,156.36,0
2026-01-01T23:05:00,user_13,permission_change,file_17,47.152.28.147,BR,Safari/Mac,257.54,0
